 -5.90407894  0.
 -5.1825033  100.
 -4.45989202  200.
 -3.73627315  300.
 -3.11434738  400.
 -2.60479473  500.
 -2.10641624  600.
 -1.70303411  700.
 -1.29877477  800.
 -0.893662458  900.
 -0.576559128  1000.
 -0.277811185  1100.
  0.0217205552  1200.
  0.234312532  1300.
  0.4273466  1400.
  0.600898646  1500.
  0.596836551  1600.
  0.575968903  1700.
  0.555761338  1800.
  0.536195005  1900.
  0.517251529  2000.
  0.498912998  2100.
  0.48116196  2200.
  0.463981405  2300.
  0.447354763  2400.
  0.431265888  2500.
  0.415699051  2600.
  0.400638933  2700.
  0.38607061  2800.
  0.371979551  2900.
  0.358351605  3000.
  0.345172994  3100.
  0.332430302  3200.
  0.320110472  3300.
  0.308200791  3400.
  0.296688889  3500.
  0.285562724  3600.
  0.274810582  3700.
  0.264421063  3800.
  0.254383076  3900.
  0.244685834  4000.
  0.235318843  4100.
  0.226271897  4200.
  0.217535072  4300.
  0.209098717  4400.
  0.20095345  4500.
  0.193090148  4600.
  0.185499946  4700.
  0.178174226  4800.
  0.171104612  4900.
  0.164282967  5000.
 -99999.  0.
 m/yr,lapse:  6.
